rating,date,variation,verified_reviews,feedback,review_tokens,score
4,30-Jul-18,Black  Dot, ,1,,0.0
3,30-Jul-18,Black  Dot,The commands Alexa requires are too specific.  I find Google home to be much more flexible in figuring out what I'm asking for.,1,"commands,Alexa,requires,,,specific,.,I,find,Google,home,,,much,,flexible,,figuring,,,I,'m,asking,",0.2944
5,30-Jul-18,White  Dot,HANDY AS HELL 10/10 RECOMMEND,1,"AS,HELL,10/10",-0.4767
1,30-Jul-18,White  Dot,I am having real difficulty working with the Echo Dot. Alexi is not very smart. 9 out of 10 questions I have asked I get the &#34;I'm not sure&#34;  Half the time I am still asking the question and Alexi is saying &#34;I'm not sure&#34;. The music is great and works well for that. All in All so far it's been a very frustrating experience.,0,",,real,difficulty,working,,,Echo,Dot,.,Alexi,,,,smart,.,9,,,10,questions,I,,asked,I,get,,&,#,34,;,I,'m,,sure,&,#,34,;,Half,,time,I,,still,asking,,question,,Alexi,,saying,&,#,34,;,I,'m,,sure,&,#,34,;,.,The,music,,great,,works,well,,,.,All,,All,,far,,'s,,,,frustrating,experience",-0.2186
5,30-Jul-18,Black  Dot,"We are still in the discovery phase, but so far we are enjoying the smart home features we have installed.",1,",still,,,discovery,phase,,,,,far,,,enjoying,,smart,home,features,,,installed",0.8462
5,30-Jul-18,Black  Dot,Totally gets out sense of humour,1,"gets,,sense,",0.4767
5,30-Jul-18,Black  Dot,We put one in the bedroom.  It plays music and tells us the weather.  It also is an alarm to wake us up in the morning.  It is better than a clock radio.  It will play any type of music you want from radio stations or your own favorites.  It can even tell jokes.  I don't know how I got along without it before now.  Amazing.,1,"put,one,,,bedroom,.,It,plays,music,,tells,us,,weather,.,It,also,,,alarm,,wake,us,,,,morning,.,It,,better,,,clock,radio,.,It,,play,,type,,music,,want,,radio,stations,,,,favorites,.,It,,even,tell,jokes,.,I,,n't,know,,I,got,along,without,,,,.,Amazing",0.9153
3,30-Jul-18,Black  Dot,"I like the Echo, but not sure about the Dot.  I use it a lot for music and Audio books.The sound quality of this smaller Echo is nowhere near the quality of the full sized model.  I haven't decided if I'll keep it or not!",1,"like,,Echo,,,,,sure,,,Dot,.,I,use,,,lot,,music,,Audio,books.The,sound,quality,,,smaller,Echo,,nowhere,near,,quality,,,full,sized,model,.,I,,n't,decided,,I,'ll,keep,,,",-0.2465
5,30-Jul-18,Black  Dot,LOVE it. I got this for my boyfriend for his birthday and his kids have a blast asking Alexa all kinds of questions and having her tell silly jokes. We love it.,1,",.,I,got,,,,boyfriend,,,birthday,,,kids,,,blast,asking,Alexa,,kinds,,questions,,,,tell,silly,jokes,.,We,love,",0.9049
4,30-Jul-18,White  Dot,Better sound.,1,sound,0.4404
3,30-Jul-18,Black  Dot,"Got this for my 2nd Echo in the house, I already have the regular Echo.  The Echo Dot was easy to set up but the sound is not enjoyable, wishing I would have just gone with another regular Echo solely based on sound.",1,",,,2nd,Echo,,,house,,,I,already,,,regular,Echo,.,The,Echo,Dot,,easy,,set,,,,sound,,,enjoyable,,,wishing,I,would,,,gone,,another,regular,Echo,solely,based,,sound",-0.4867
1,30-Jul-18,Black  Dot,"I was really happy with my original echo so i thought I'd get an echo dot to use in my bedroom. I was really disappointed in the audio quality so I connected an external speaker via bluetooth. The audio was much better but I started having problems with it loosing connection with the wifi, presumably due to interference from the bluetooth. Then  I connected a speaker via the auxiliary jack. when i did that, the auxiliary jack picked up interference from the wifi and I was woken up in the middle of the night by a horrible buzzing sound. im hoping Amazon will take this thing back and give me a good deal on an echo spot which I hope will be a better nightstand device.",0,",really,happy,,,original,echo,,,thought,I,'d,get,,echo,dot,,use,,,bedroom,.,I,,really,disappointed,,,audio,quality,,I,connected,,external,speaker,via,bluetooth,.,The,audio,,much,better,,I,started,,problems,,,loosing,connection,,,wifi,,,presumably,due,,interference,,,bluetooth,.,Then,I,connected,,speaker,via,,auxiliary,jack,.,,,,,,,,auxiliary,jack,picked,,interference,,,wifi,,I,,woken,,,,middle,,,night,,,horrible,buzzing,sound,.,im,hoping,Amazon,,take,,thing,back,,give,,,good,deal,,,echo,spot,,I,hope,,,,better,nightstand,device",0.8979
5,30-Jul-18,Black  Dot,"Listens well, does way more than expected, love her!",1,"well,,,,way,,,expected,,,love,",0.7818
4,30-Jul-18,White  Dot,"We are still testing this one out and so far, we like it. I was very hesitant about putting a voice activated device in our home and this would be our first. Unfortunately, it sometimes gets our WiFi light bulbs mixed up and won't turn them on but we've been able to manage and fix it. I mean, it's convenient, especially for those unable to reach to turn off lights or electronics that you could hook up to the Dot. I do like that it plays music and has reminders, alarms, etc - I'm just still getting used to the fact that The Man is always listening now.",1,",still,testing,,one,,,,far,,,,like,,.,I,,,hesitant,,putting,,voice,activated,device,,,home,,,would,,,first,.,Unfortunately,,,,sometimes,gets,,WiFi,light,bulbs,mixed,,,wo,n't,turn,,,,,'ve,,able,,manage,,fix,,.,I,mean,,,,'s,convenient,,,especially,,,unable,,reach,,turn,,lights,,electronics,,,could,hook,,,,Dot,.,I,,like,,,plays,music,,,reminders,,,alarms,,,etc,-,I,'m,,still,getting,used,,,fact,,The,Man,,always,listening,",0.4907
5,30-Jul-18,Black  Dot,"Works great.Having fun playing music,checking weather,a king questions.",1,"great.Having,fun,playing,music,,,checking,weather,,,,king,questions",0.6249
4,30-Jul-18,Black  Dot,Small convenient and dependable. This dot is a cutie and Alexa does the job you ask.My only issue is the fidelity which is to be expected in a such a small speaker,1,"convenient,,dependable,.,This,dot,,,cutie,,Alexa,,,job,,ask.My,,issue,,,fidelity,,,,,expected,,,,,small",0.3612
4,30-Jul-18,Black  Dot,Alexa is perfect for people like me living alone. At least I have someone to talk to.. to keep my sanity. 😂 Though I wish it has a powerful speaker and no need to connect it to bluetooth speakers.,1,",perfect,,people,like,,living,alone,.,At,least,I,,someone,,talk,,..,,keep,,sanity,.,😂,Though,I,wish,,,,powerful,speaker,,,need,,connect,,,bluetooth,speakers",0.8176
5,30-Jul-18,Black  Dot,small footprint.  nice clarity.,1,"footprint,.,nice,clarity",0.6705
5,30-Jul-18,White  Dot,Easy set up,1,set,0.4404
5,30-Jul-18,Black  Dot,"Great addition to my Alexa base. Using it in my guest bedroom for music, clock and info.Dot speaker is not as strong as the base but it's a great value",1,"addition,,,Alexa,base,.,Using,,,,guest,bedroom,,music,,,clock,,info.Dot,speaker,,,,strong,,,base,,,'s,,great",0.8872
5,30-Jul-18,Black  Dot,I had an Alexia built into my thermostat that just didn't work very well. I had to be standing right next to it for it to hear me and music played very choppy on it. I decided to try the Echo Dot since it was on Prime Day. I have not been disappointed! It hears me just fine and music plays with out any problem. I really like that I can Bluetooth connect to my Bose Speaker for quality sound.,1,",,Alexia,built,,,thermostat,,,,n't,work,,well,.,I,,,,standing,right,next,,,,,,hear,,,music,played,,choppy,,,.,I,decided,,try,,Echo,Dot,since,,,,Prime,Day,.,I,,,,disappointed,!,It,hears,,,fine,,music,plays,,,,problem,.,I,really,like,,I,,Bluetooth,connect,,,Bose,Speaker,,quality,sound",0.7276
5,30-Jul-18,Black  Dot,I connected it to my whole home sound system to play prime music which my Google Home mini can't do.  It works well.,1,"connected,,,,whole,home,sound,system,,play,prime,music,,,Google,Home,mini,ca,n't,,.,It,works,well",0.5423
5,30-Jul-18,Black  Dot,this is so much fun to play with - I just ask to set an alarm to wake in the morning and when it goes off I tell Alexa to turn it of - Alexa learns from the questions I ask. SHe will play music that you ask her to play if its the amazon music domain. If I wake up in the middle of the night I do not have to turn on a light I just ask alexa what time is it. When I want the current weather she tells me. Ask her what going on in the city she knows. Call a friend she will dial ( I haven't used that one yet but she said she could if its in y contacts.,1,",,much,fun,,play,,-,I,,ask,,set,,alarm,,wake,,,morning,,,,goes,,I,tell,Alexa,,turn,,,-,Alexa,learns,,,questions,I,ask,.,SHe,,play,music,,,ask,,,play,,,,amazon,music,domain,.,If,I,wake,,,,middle,,,night,I,,,,,turn,,,light,I,,ask,alexa,,time,,,.,When,I,want,,current,weather,,tells,,.,Ask,,,going,,,,city,,knows,.,Call,,friend,,,dial,(,I,,n't,used,,one,yet,,,said,,could,,,,,contacts",0.7422
5,30-Jul-18,Black  Dot,Easy to set up and does everything it’s a poster. Despite its small size the speakers are adequate. Understands instructions from across the room. Very happy with the purchase.,1,",set,,,,everything,,’,,,poster,.,Despite,,small,size,,speakers,,adequate,.,Understands,instructions,,across,,room,.,Very,happy,,,purchase",0.8313
5,30-Jul-18,Black  Dot,"A great product for the price, works well!!",1,"great,product,,,price,,,works,well,!",0.7772
5,30-Jul-18,White  Dot,Perfect for a home office,1,",,home",0.5719
2,30-Jul-18,Black  Dot,Weak sound. Compared to the Google Home Mini the sound is bad. Also you need Prime to have a small selection of music and need prime music to play everything. Also if you get two you need prime family music to play music on both. I think it's lame that you need a family plan to use multiple devices.,0,"sound,.,Compared,,,Google,Home,Mini,,sound,,bad,.,Also,,need,Prime,,,,small,selection,,music,,need,prime,music,,play,everything,.,Also,,,get,two,,need,prime,family,music,,play,music,,,.,I,think,,'s,lame,,,need,,family,plan,,use,multiple,devices",-0.6597
5,30-Jul-18,Black  Dot,It does what it's suppose to do great product.,1,",,,'s,suppose,,,great,product",0.6249
5,30-Jul-18,Black  Dot,I love this item and being able to hear any kind of music.  I enjoyed it so much that I ordered another.,1,"love,,item,,,able,,hear,,kind,,music,.,I,enjoyed,,,much,,I,ordered,another",0.8176
5,30-Jul-18,White  Dot,Love the dot,1,,0.6369
5,30-Jul-18,Black  Dot,Great item.  I'm so glad I made the purchase and on Prime day.,1,"item,.,I,'m,,glad,I,made,,purchase,,,Prime,day",0.8388
5,30-Jul-18,Black  Dot,"I'm still learning how to use it.  I figured out it can read my kindle books to me, which is a real bonus.",1,"'m,still,learning,,,use,,.,I,figured,,,,read,,kindle,books,,,,,,,,real,bonus",0.5423
5,30-Jul-18,White  Dot,Love having one in our bedroom and in the kitchen. Great to drop in on family around the house.,1,",one,,,bedroom,,,,kitchen,.,Great,,drop,,,family,around,,house",0.802
5,30-Jul-18,Black  Dot,"So far so good.  Not to tech savvy so, I'm still trying to figure out what I can do with it but, it was easy to set up and so far easy to use.  Lots of apps that it can use.  I will have to play with it some more but its fun to have.",1,"far,,good,.,Not,,tech,savvy,,,,I,'m,still,trying,,figure,,,I,,,,,,,,,,easy,,set,,,,far,easy,,use,.,Lots,,apps,,,,use,.,I,,,,play,,,,,,,fun,,",0.9594
1,30-Jul-18,Black  Dot,Echo Dot responds to us when we aren't even talking to it. I've unplugged it. It feels like it's &#34;spying&#34; on us.,0,"Dot,responds,,us,,,,n't,even,talking,,,.,I,'ve,unplugged,,.,It,feels,like,,'s,&,#,34,;,spying,&,#,34,;,,us",0.3612
1,30-Jul-18,White  Dot,NOT CONNECTED TO MY PHONE PLAYLIST :(,0,"CONNECTED,TO,MY,PHONE,PLAYLIST,:",-0.4404
5,30-Jul-18,Black  Dot,"I had put this off for awhile but finally got around to buying 3 of them for my home. My wife is legally blind and cannot use the computer. This has been a Godsend, 100%. We have the Amazon music for her and now she can listen to music, check the weather, get phone numbers, make calls, etc., etc.. We are still learning but I tell you, this is absolutely amazing. I purchased 4 more for my extended family and the grandchildren absolutely love playing their music on Alexa. With the wifi and direct cable capability, the speaker/stereo options are there for the choosing. This is well worth the money. You won't regret this at all!",1,",put,,,,awhile,,finally,got,around,,buying,3,,,,,home,.,My,wife,,legally,blind,,,,use,,computer,.,This,,,,Godsend,,,100,%,.,We,,,Amazon,music,,,,,,,listen,,music,,,check,,weather,,,get,phone,numbers,,,make,calls,,,etc.,,,etc,..,We,,still,learning,,I,tell,,,,,,absolutely,amazing,.,I,purchased,4,,,,extended,family,,,grandchildren,absolutely,love,playing,,music,,Alexa,.,With,,wifi,,direct,cable,capability,,,,speaker/stereo,options,,,,,choosing,.,This,,well,worth,,money,.,You,wo,n't,regret,,,",0.9819
5,30-Jul-18,Black  Dot,Perfect!  Fast shipment and packaging.  Worked as intended.,1,"!,Fast,shipment,,packaging,.,Worked,,intended",0.6114
3,30-Jul-18,White  Dot,Alexa seems to get dumber and less useful all the time,1,"seems,,get,dumber,,less,useful,,",0.0276
5,30-Jul-18,Black  Dot,Love it!,1,,0.6696
5,30-Jul-18,Black  Dot,I'm addicted to this thing.,1,"'m,addicted,,,thing",0.0
4,30-Jul-18,Black  Dot,I love my Dot and am hoping to add a couple more around the apartment. The only reason I didn't give it 5 stars is because I wish the speaker would be just a little better. I know Amazon probably wanted to keep costs down for this item but I really like to play music around the apartment when I am busy doing things so if they would have added a speaker with just a little more wattage and bass response they would have something great to put in the bathroom or kitchen where there might not be a lot of space for a full sized Echo. I would have been willing to pay 10 to 20 dollars more if it had a better speaker. Oh well it is what it is and I still love it. I'm just going to have to find a Bluetooth speaker that sounds good but doesn't take up a whole lot of space.,1,"love,,Dot,,,hoping,,add,,couple,,around,,apartment,.,The,,reason,I,,n't,give,,5,stars,,,I,wish,,speaker,would,,,,little,better,.,I,know,Amazon,probably,wanted,,keep,costs,,,,item,,I,really,like,,play,music,around,,apartment,,I,,busy,,things,,,,would,,added,,speaker,,,,little,,wattage,,bass,response,,would,,something,great,,put,,,bathroom,,kitchen,,,might,,,,lot,,space,,,full,sized,Echo,.,I,would,,,willing,,pay,10,,20,dollars,,,,,,better,speaker,.,Oh,well,,,,,,,I,still,love,,.,I,'m,,going,,,,find,,Bluetooth,speaker,,sounds,good,,,n't,take,,,whole,lot,,space",0.9885
5,30-Jul-18,Black  Dot,So far all.i can say is I love it,1,"far,all.i,,say,,I,love",0.6369
5,30-Jul-18,Black  Dot,"Love my dots.  Easy to use.  I have two plus the Echo Spot.  One of my favorite features is the ability to listen to music ... AMAZON, IHeart Radio, Pandora.",1,",dots,.,Easy,,use,.,I,,two,plus,,Echo,Spot,.,One,,,favorite,features,,,ability,,listen,,music,...,AMAZON,,,IHeart,Radio,,,Pandora",0.9304
5,30-Jul-18,White  Dot,Great to play music throughout the house. Great and easily fits in my decor of my home,1,",play,music,throughout,,house,.,Great,,easily,fits,,,decor,,",0.9186
5,30-Jul-18,White  Dot,"I'm obsessed with Alexa. She tells me the weather every morning, she can play games (we love the guess the song one!) and the one we have upstairs can turn off our TV downstairs which is so cool because why walk down the stairs if Alexa will do it for you????",1,"'m,obsessed,,Alexa,.,She,tells,,,weather,every,morning,,,,,play,games,(,,love,,guess,,song,one,!,),,,one,,,upstairs,,turn,,,TV,downstairs,,,,cool,,,walk,,,stairs,,Alexa,,,,,,?,?,?",0.8791
3,30-Jul-18,White  Dot,Works well. Just disappointed with the speaker quality. But hooked it up to old computer speakers.,1,"well,.,Just,disappointed,,,speaker,quality,.,But,hooked,,,,old,computer,speakers",-0.128
5,30-Jul-18,Black  Dot,"Easy setup, easy use, work with other smart products, always learning what it can do",1,"setup,,,easy,use,,,work,,,smart,products,,,always,learning,,,",0.8176
5,30-Jul-18,White  Dot,We have so much fun with this!  So easy to use that even my four year old loves talking to Alexa!!,1,",,much,fun,,,!,So,easy,,use,,even,,four,year,old,loves,talking,,Alexa,!",0.9071
5,30-Jul-18,Black  Dot,"I love my new Echo Dot! Right now, I mainly use it to play music at night, but it gets the job done.",1,"love,,new,Echo,Dot,!,Right,,,,I,mainly,use,,,play,music,,night,,,,,gets,,job,done",0.5562
5,30-Jul-18,Black  Dot,"We love this thing! I wish I would have gotten it sooner. You will certainly want to go through the settings and lock it down if you have kids, but it is a great additional for even unexpected things like helping the kids with homework. There are loads of skills. I am very happy with this purchase, especially since I got it on prime day for almost half price.",1,"love,,thing,!,I,wish,I,would,,gotten,,sooner,.,You,,certainly,want,,go,,,settings,,lock,,,,,,kids,,,,,,,great,additional,,even,unexpected,things,like,helping,,kids,,homework,.,There,,loads,,skills,.,I,,,happy,,,purchase,,,especially,since,I,got,,,prime,day,,almost,half,price",0.9744
5,30-Jul-18,White  Dot,Super easy to hook up and program. I use the music feature the most but I love how I can set reminders from my phone and my Echo will remind me at the set time. It’s great for my news updates too!,1,"easy,,hook,,,program,.,I,use,,music,feature,,,,I,love,,I,,set,reminders,,,phone,,,Echo,,remind,,,,set,time,.,It,’,,great,,,news,updates,",0.9556
5,30-Jul-18,Black  Dot,It works just like my other Dots.,1,"works,,like,,,Dots",0.3612
5,30-Jul-18,Black  Dot,Set up was simple. It recognizes my voice well. It seams very intuitive. I am enjoying its ease of use.,1,",,simple,.,It,recognizes,,voice,well,.,It,seams,,intuitive,.,I,,enjoying,,ease,,use",0.8055
2,30-Jul-18,Black  Dot,The only negative we have on this product is the terrible sound quality.  A massive difference from the Alexa.  Which to us was a big reason we wanted to purchase this.Won’t be buying another until the speaker and sound quality can improve.,0,",negative,,,,,product,,,terrible,sound,quality,.,A,massive,difference,,,Alexa,.,Which,,us,,,big,reason,,wanted,,purchase,this.Won,’,,,buying,another,,,speaker,,sound,quality,,improve",-0.5994
3,30-Jul-18,White  Dot,I was hoping the cord was white also. Otherwise it is fine.,1,",hoping,,cord,,white,also,.,Otherwise,,,fine",0.5574
5,30-Jul-18,White  Dot,"I like that she has the ability to do multiple different things like create a to do list, set and alarm, play any song I can think of and much more. I wish the sound could be a tad louder.",1,"like,,,,,ability,,,multiple,different,things,like,create,,,,list,,,set,,alarm,,,play,,song,I,,think,,,much,,.,I,wish,,sound,could,,,tad,louder",0.8858
5,30-Jul-18,Black  Dot,"Too soon, I'm still learning what I can do with it.",1,"soon,,,I,'m,still,learning,,I,,,,",0.0
4,30-Jul-18,Black  Dot,Enjoying it and still learning all the commands.  Ran into one frustrating issue.  It was not user friendly when trying to set up voice recognition for a household.,1,",,still,learning,,,commands,.,Ran,,one,frustrating,issue,.,It,,,user,friendly,,trying,,set,,voice,recognition,,,household",-0.2796
5,30-Jul-18,Black  Dot,I love the option where u can play music everywhere in the house when you have multiple devices,1,"love,,option,,u,,play,music,everywhere,,,house,,,,multiple",0.765
5,30-Jul-18,Black  Dot,Works great!,1,great,0.6588
4,30-Jul-18,White  Dot,I like almost everything,1,"like,almost",0.3612
5,30-Jul-18,Black  Dot,"AMAZING. It has helped me become better organized, gives me traffic updates, weather updates, and helps me maintain a good, fast morning routine.",1,".,It,,helped,,become,better,organized,,,gives,,traffic,updates,,,weather,updates,,,,helps,,maintain,,good,,,fast,morning,routine",0.9175
4,30-Jul-18,Black  Dot,"My kids love Alexa... Skills are amazing, would like to see her get a little smarter answering basic questions",1,"kids,love,Alexa,...,Skills,,amazing,,,would,like,,see,,get,,little,smarter,answering,basic",0.9218
5,30-Jul-18,White  Dot,Great. Definitely gets a little old after a while but for $30 I can't really regret it at all. Love having it hooked up to my speakers via bluetooth and waking up to The Smiths.,1,".,Definitely,gets,,little,old,,,,,,$,30,I,ca,n't,really,regret,,,,.,Love,,,hooked,,,,speakers,via,bluetooth,,waking,,,The,Smiths",0.9263
5,30-Jul-18,Black  Dot,Love it. Added it to an upstairs bedroom,1,",.,Added,,,,upstairs",0.6369
5,30-Jul-18,White  Dot,Got to love Alexa she does everything around our house,1,",love,Alexa,,,everything,around,",0.6369
5,30-Jul-18,Black  Dot,Works great and easy to set up!,1,"great,,easy,,set,",0.807
5,30-Jul-18,Black  Dot,My 3rd echo device. Very easy to set up. Works perfectly.,1,"3rd,echo,device,.,Very,easy,,set,,.,Works,perfectly",0.8122
5,30-Jul-18,Black  Dot,Easy to set up and start using.. works as advertised.,1,",set,,,start,using,..,works,,advertised",0.4404
5,30-Jul-18,Black  Dot, ,1,,0.0
5,30-Jul-18,Black  Dot,Love our little dot. I don’t know what the original larger Alexa can do that the dot cannot do but we are pleased with our dots capabilities.,1,",little,dot,.,I,,’,,know,,,original,larger,Alexa,,,,,dot,,,,,,,pleased,,,dots,capabilities",0.7964
5,30-Jul-18,White  Dot,Really like it,1,like,0.4201
5,30-Jul-18,White  Dot,"Works as expected. This is our fourth one, our son loves it in his room. Easy to set an alarm and he can play music through it.",1,",expected,.,This,,,fourth,one,,,,son,loves,,,,room,.,Easy,,set,,alarm,,,,play,music,,",0.765
5,30-Jul-18,Black  Dot,Love it,1,,0.6369
5,30-Jul-18,Black  Dot,Dislike the volume. It does not sound loud enough.,1,",volume,.,It,,,sound,loud,enough",-0.3818
5,30-Jul-18,Black  Dot,Love Alexa!!  I own 2 and gave one for a gift which was a huge hit!,1,"Alexa,!,!,I,,2,,gave,one,,,gift,,,,huge,hit",0.8827
5,30-Jul-18,White  Dot,as expected,1,,0.0
1,30-Jul-18,Black  Dot,I didn’t order it,0,",’,,order",0.0
5,30-Jul-18,Black  Dot,"I love this technology. I'm older, but this is so easy to set up and use. I have the dot in my bedroom and use it for everything I use my echo for which is in the living room.",1,"love,,technology,.,I,'m,older,,,,,,,easy,,set,,,use,.,I,,,dot,,,bedroom,,use,,,everything,I,use,,echo,,,,,,living,room",0.8277
5,30-Jul-18,White  Dot,Use as my 3rd dot. Bought so my husband would be able to contact someone if he falls and doesn't have access to phone.,1,",,3rd,dot,.,Bought,,,husband,would,,able,,contact,someone,,,falls,,,n't,,access,,phone",0.0
5,30-Jul-18,Black  Dot,Amazing product. Still learnimg all the things it can do,1,"product,.,Still,learnimg,,,things,,",0.5859
5,30-Jul-18,Black  Dot,"Does what I expected, and more.",1,",I,expected,,,,",0.0
1,30-Jul-18,White  Dot,The product sounded the same as the emoji speaker from five below my sister has ... and even that one has Bluetooth and doesn’t need to be plugged in. The only good thing about this is that you can speak to it.,0,"product,sounded,,,,,emoji,speaker,,five,,,sister,,...,,even,,one,,Bluetooth,,,’,,need,,,plugged,,.,The,,good,thing,,,,,,,speak,,",0.4404
5,30-Jul-18,Black  Dot,I have a friend now.,1,",,friend,",0.4939
5,30-Jul-18,White  Dot,It’s easier to do things with it,1,"’,,easier,,,things,",0.4215
4,30-Jul-18,Black  Dot,Good device,1,,0.4404
4,30-Jul-18,Black  Dot,"Overall love it. There are just some commands which aren't effective. It may be part user error or ""Alexa"" becoming accustom to what is being asked.",1,"love,,.,There,,,,commands,,,n't,effective,.,It,may,,part,user,error,,``,Alexa,'',becoming,accustom,,,,,asked",-0.0139
5,30-Jul-18,Black  Dot,"these are additional alexa based devices to make access better from other parts  of our homes rather than trying to shout questions or instructions through out the house, lol. we wouldn't be without alexa for the variety of functions that she performs.",1,",additional,alexa,based,devices,,make,access,better,,,parts,,,homes,rather,,trying,,shout,questions,,instructions,,,,house,,,lol,.,,would,n't,,without,alexa,,,variety,,functions,,,performs",0.6908
5,30-Jul-18,White  Dot,"Works great, love the fact you can play the same music on a group of devices.",1,"great,,,love,,fact,,,play,,,music,,,group,,devices",0.8934
5,30-Jul-18,Black  Dot,"I love it, it is just what I thought it would be!!!  I'm addicted!",1,"love,,,,,,,,I,thought,,would,,!,!,!,I,'m,addicted",0.7482
5,30-Jul-18,Black  Dot,"Works beautifully, excellent sound.",1,"beautifully,,,excellent,sound",0.8126
5,30-Jul-18,White  Dot,Still learning everything she can do.  Good for a room.  Volume is pretty good without an additional speaker,1,"learning,everything,,,,.,Good,,,room,.,Volume,,pretty,good,without,,additional",0.8402
5,30-Jul-18,Black  Dot,neat tool we enjoy it with the family,1,"tool,,enjoy,,,",0.7351
5,30-Jul-18,Black  Dot,Easy to connect and the skills created for our Echo 2nd Gen worked fine with the Dot.,1,",connect,,,skills,created,,,Echo,2nd,Gen,worked,fine,,,Dot",0.6908
5,30-Jul-18,White  Dot,"I live alone, this is the best companion!",1,"live,alone,,,,,,best,companion",0.5411
5,30-Jul-18,Black  Dot,Easy to set up and connect with smart devices. Just what I needed!,1,",set,,,connect,,smart,devices,.,Just,,I,needed",0.7088
5,30-Jul-18,White  Dot,"Love it! I personally prefer Spotify music, so it’s great that I was able to set that as default. There’s not a day that goes by without music in our home. Also, the reason we got it is to keep our pup calm when we leave, so we tell Alexa to play some classical music or jazz and it works wonders. He’s a lot more calmer and doesn’t bark when we lock the door and start walking away. It’s a must have!",1,",!,I,personally,prefer,Spotify,music,,,,,’,,great,,I,,able,,set,,,default,.,There,’,,,,day,,goes,,without,music,,,home,.,Also,,,,reason,,got,,,,keep,,pup,calm,,,leave,,,,,tell,Alexa,,play,,classical,music,,jazz,,,works,wonders,.,He,’,,,lot,,calmer,,,’,,bark,,,lock,,door,,start,walking,away,.,It,’,,,must,",0.9473
5,30-Jul-18,Black  Dot,Love it.  It works great.  Alexa still has some problems  but it is getting better every day.  I'm not an expert but I think the sound quality is fine.  Not perfect but good.,1,",.,It,works,great,.,Alexa,still,,,problems,,,,getting,better,every,day,.,I,'m,,,expert,,I,think,,sound,quality,,fine,.,Not,perfect,,good",0.3058
5,30-Jul-18,Black  Dot,This  is my second Echo to purchase -- the price was so cheap -- I'm seriously thinking of buying 2 more -- I use &#34;Alexa&#34; for everything -- it's the next best thing to the internet  :-*,1,",,second,Echo,,purchase,--,,price,,,cheap,--,I,'m,seriously,thinking,,buying,2,,--,I,use,&,#,34,;,Alexa,&,#,34,;,,everything,--,,'s,,next,best,thing,,,internet,:,-",0.7351
5,30-Jul-18,Black  Dot,I love it. bought one for my daughter and one for myself,1,"love,,.,bought,one,,,daughter,,one,",0.6369
3,30-Jul-18,Black  Dot, ,1,,0.0
5,30-Jul-18,Black  Dot,It is just not as loud as I thought it was going to be.,1,",,,,loud,,I,thought,,,going,,",0.0
5,30-Jul-18,Black  Dot,I enjoy it. Still discovering new uses.,1,"enjoy,,.,Still,discovering,new,uses",0.4939
5,30-Jul-18,Black  Dot,Being able to add speakers is a plus. I take it on my deck when I am outside. Just love it. I have my big Alexia in my bedroom,1,"able,,add,speakers,,,plus,.,I,take,,,,deck,,I,,outside,.,Just,love,,.,I,,,big,Alexia,,",0.6369
5,30-Jul-18,Black  Dot,"excellent device , works great, having no problems or concerns",1,"device,,,works,great,,,,,problems,",0.5994
4,30-Jul-18,Black  Dot,It's pretty fun and nice to have a speaker that responds to my questions but doesn't understand my commands some of the time.,1,"'s,pretty,fun,,nice,,,,speaker,,responds,,,questions,,,n't,understand,,commands,,,,time",0.631
5,30-Jul-18,Black  Dot, ,1,,0.0
5,30-Jul-18,Black  Dot,I like the hands free operation vs the Tap. We use both for controlling smart plugs.,1,"like,,hands,free,operation,vs,,Tap,.,We,use,,,controlling,smart,plugs",0.8176
3,30-Jul-18,Black  Dot,I dislike that it confuses my requests all the time.,1,"dislike,,,confuses,,requests,,,time",-0.5994
4,30-Jul-18,Black  Dot, ,1,,0.0
5,30-Jul-18,Black  Dot,"Love my Alexa! Actually have 3 throughout the house. Favorite function is lists. Great for time management and if course, music.",1,",Alexa,!,Actually,,3,throughout,,house,.,Favorite,function,,lists,.,Great,,time,management,,,course,,,music",0.9117
4,30-Jul-18,Black  Dot,This product is easy to use and very entertaining.  I have yet to hook it up to my TV or lights but look forward to doing so.,1,"product,,easy,,use,,,entertaining,.,I,,yet,,hook,,,,,TV,,lights,,look,forward,,,",0.4672
5,30-Jul-18,Black  Dot, ,1,,0.0
4,30-Jul-18,Black  Dot,works great but speaker is not the good for music. Will need to get a Bluetooth speaker.,1,"great,,speaker,,,,good,,music,.,Will,need,,get,,Bluetooth,speaker",-0.1429
5,30-Jul-18,White  Dot,Outstanding product - easy to use.  works great,1,"product,-,easy,,use,.,works",0.9001
4,30-Jul-18,White  Dot,We have six of these throughout our home and they are great.  There are times when music or talking happens randomly that may be from sensitive listening.  There should be more options to change the name of the engagement command &#34;Alexa&#34; or &#34;Computer&#34; are a little annoying.  More colors then black and white would also be a good thing.,1,",six,,,throughout,,home,,,,great,.,There,,times,,music,,talking,happens,randomly,,may,,,sensitive,listening,.,There,,,,options,,change,,name,,,engagement,command,&,#,34,;,Alexa,&,#,34,;,,&,#,34,;,Computer,&,#,34,;,,,little,annoying,.,More,colors,,black,,white,would,also,,,good,thing",0.8221
5,30-Jul-18,Black  Dot,Use the product for music and it’s great!,1,",product,,music,,,’,,great",0.6588
